0, 01.10.2020, 08.01.2021, 130, 130, 1, 444
0, 01.10.2020, 08.01.2021, 130, 130, 2, 230
0, 01.10.2020, 08.01.2021, 130, 130, 3, 148
0, 01.10.2020, 08.01.2021, 130, 130, 4, 118
0, 01.10.2020, 08.01.2021, 130, 130, 5, 82
0, 01.10.2020, 08.01.2021, 130, 130, 6, 128
0, 01.10.2020, 08.01.2021, 130, 130, 7, 184
0, 01.10.2020, 08.01.2021, 130, 130, 8, 194
0, 01.10.2020, 15.01.2021, 137, 137, 1, 555
0, 01.10.2020, 15.01.2021, 137, 137, 2, 275
0, 01.10.2020, 15.01.2021, 137, 137, 3, 185
0, 01.10.2020, 15.01.2021, 137, 137, 4, 125
0, 01.10.2020, 15.01.2021, 137, 137, 5, 90
0, 01.10.2020, 15.01.2021, 137, 137, 6, 145
0, 01.10.2020, 15.01.2021, 137, 137, 7, 220
0, 01.10.2020, 15.01.2021, 137, 137, 8, 240
0, 01.10.2020, 22.01.2021, 144, 144, 1, 555
0, 01.10.2020, 22.01.2021, 144, 144, 2, 275
0, 01.10.2020, 22.01.2021, 144, 144, 3, 185
0, 01.10.2020, 22.01.2021, 144, 144, 4, 125
0, 01.10.2020, 22.01.2021, 144, 144, 5, 90
0, 01.10.2020, 22.01.2021, 144, 144, 6, 145
0, 01.10.2020, 22.01.2021, 144, 144, 7, 220
0, 01.10.2020, 22.01.2021, 144, 144, 8, 240
0, 01.10.2020, 29.01.2021, 151, 151, 1, 555
0, 01.10.2020, 29.01.2021, 151, 151, 2, 275
0, 01.10.2020, 29.01.2021, 151, 151, 3, 185
0, 01.10.2020, 29.01.2021, 151, 151, 4, 125
0, 01.10.2020, 29.01.2021, 151, 151, 5, 90
0, 01.10.2020, 29.01.2021, 151, 151, 6, 145
0, 01.10.2020, 29.01.2021, 151, 151, 7, 220
0, 01.10.2020, 29.01.2021, 151, 151, 8, 240
0, 01.10.2020, 05.02.2021, 158, 158, 1, 586
0, 01.10.2020, 05.02.2021, 158, 158, 2, 379
0, 01.10.2020, 05.02.2021, 158, 158, 3, 260
0, 01.10.2020, 05.02.2021, 158, 158, 4, 189
0, 01.10.2020, 05.02.2021, 158, 158, 5, 138
0, 01.10.2020, 05.02.2021, 158, 158, 6, 209
0, 01.10.2020, 05.02.2021, 158, 158, 7, 309
0, 01.10.2020, 05.02.2021, 158, 158, 8, 329
0, 01.10.2020, 12.02.2021, 165, 165, 1, 1579
0, 01.10.2020, 12.02.2021, 165, 165, 2, 428
0, 01.10.2020, 12.02.2021, 165, 165, 3, 282
0, 01.10.2020, 12.02.2021, 165, 165, 4, 195
0, 01.10.2020, 12.02.2021, 165, 165, 5, 138
0, 01.10.2020, 12.02.2021, 165, 165, 6, 224
0, 01.10.2020, 12.02.2021, 165, 165, 7, 341
0, 01.10.2020, 12.02.2021, 165, 165, 8, 370
0, 01.10.2020, 19.02.2021, 172, 172, 1, 580
0, 01.10.2020, 19.02.2021, 172, 172, 2, 415
0, 01.10.2020, 19.02.2021, 172, 172, 3, 275
0, 01.10.2020, 19.02.2021, 172, 172, 4, 190
0, 01.10.2020, 19.02.2021, 172, 172, 5, 135
0, 01.10.2020, 19.02.2021, 172, 172, 6, 220
0, 01.10.2020, 19.02.2021, 172, 172, 7, 330
0, 01.10.2020, 19.02.2021, 172, 172, 8, 360
0, 01.10.2020, 26.02.2021, 179, 179, 1, 580
0, 01.10.2020, 26.02.2021, 179, 179, 2, 415
0, 01.10.2020, 26.02.2021, 179, 179, 3, 275
0, 01.10.2020, 26.02.2021, 179, 179, 4, 190
0, 01.10.2020, 26.02.2021, 179, 179, 5, 135
0, 01.10.2020, 26.02.2021, 179, 179, 6, 220
0, 01.10.2020, 26.02.2021, 179, 179, 7, 330
0, 01.10.2020, 26.02.2021, 179, 179, 8, 360
